id,sku,supplier,warehouse,supply_order_id,quantity,received_date,broken_quantity,broken_date,broken_stage
1037,ECU-400,Supplier A,IL,1037,84,2024-06-12,5,2024-08-15,field
1038,TIR-400,Supplier D,FL,1038,82,2024-06-10,1,2024-06-29,receiving
1039,PTO-400,Supplier C,NY,1039,82,2024-05-26,4,2024-07-07,assembly
1040,FUE-400,Supplier E,IL,1040,83,2024-06-12,6,2024-09-16,field
1041,ENG-500,Supplier B,CA,1041,131,2024-06-05,11,2024-06-28,field
1042,TRN-500,Supplier B,NY,1042,142,2024-05-22,5,2024-08-28,assembly
1043,HYD-500,Supplier C,IL,1043,140,2024-05-21,6,2024-08-01,field
1044,FAX-500,Supplier D,FL,1044,145,2024-05-23,10,2024-07-23,field
1045,RAX-500,Supplier D,NY,1045,137,2024-06-13,4,2024-08-08,field
1046,CAB-500,Supplier E,NY,1046,148,2024-06-13,2,2024-06-30,assembly
1047,ECU-500,Supplier A,TX,1047,142,2024-06-15,7,2024-08-30,receiving
1048,TIR-500,Supplier B,IL,1048,136,2024-06-07,3,2024-08-24,assembly
1049,PTO-500,Supplier C,NY,1049,135,2024-06-07,6,2024-07-29,assembly
1050,FUE-500,Supplier E,CA,1050,139,2024-06-07,8,2024-10-05,assembly
1051,ENG-100,Supplier A,TX,1051,107,2024-07-19,0,,
1052,TRN-100,Supplier B,NY,1052,110,2024-07-04,6,2024-10-07,field
1053,HYD-100,Supplier C,IL,1053,111,2024-07-15,8,2024-09-12,assembly
1054,FAX-100,Supplier D,TX,1054,118,2024-06-30,7,2024-08-22,assembly
1055,RAX-100,Supplier D,NY,1055,106,2024-07-16,0,,
1056,CAB-100,Supplier E,CA,1056,106,2024-07-22,3,2024-11-02,receiving
1057,ECU-100,Supplier A,FL,1057,106,2024-07-10,8,2024-07-10,field
1058,TIR-100,Supplier B,IL,1058,118,2024-06-23,8,2024-08-15,assembly
1059,PTO-100,Supplier C,IL,1059,117,2024-06-30,4,2024-10-27,field
1060,FUE-100,Supplier E,IL,1060,108,2024-07-10,8,2024-08-25,receiving
1061,ENG-200,Supplier B,CA,1061,126,2024-06-30,8,2024-10-25,receiving
1062,TRN-200,Supplier B,IL,1062,127,2024-07-06,9,2024-08-12,assembly
1063,HYD-200,Supplier E,CA,1063,126,2024-07-15,14,2024-08-17,field
1064,FAX-200,Supplier A,CA,1064,124,2024-06-26,2,2024-10-09,assembly
1065,RAX-200,Supplier D,CA,1065,128,2024-07-10,3,2024-10-14,receiving
1066,CAB-200,Supplier E,TX,1066,136,2024-07-12,10,2024-10-21,receiving
1067,ECU-200,Supplier A,CA,1067,125,2024-07-02,8,2024-10-17,assembly
1068,TIR-200,Supplier B,NY,1068,126,2024-07-04,10,2024-09-04,assembly
1069,PTO-200,Supplier C,CA,1069,127,2024-06-23,9,2024-10-06,field
1070,FUE-200,Supplier A,NY,1070,120,2024-07-14,6,2024-07-27,assembly
1071,ENG-300,Supplier A,FL,1071,127,2024-07-06,6,2024-08-19,assembly
1072,TRN-300,Supplier B,CA,1072,127,2024-06-28,7,2024-09-22,assembly
1073,HYD-300,Supplier E,IL,1073,130,2024-06-28,16,2024-07-07,field
1074,FAX-300,Supplier D,IL,1074,127,2024-07-04,6,2024-10-16,receiving
1075,RAX-300,Supplier B,IL,1075,142,2024-07-01,11,2024-07-22,field
1076,CAB-300,Supplier E,IL,1076,131,2024-07-18,13,2024-08-06,receiving
1077,ECU-300,Supplier C,TX,1077,136,2024-06-25,8,2024-07-10,assembly
1078,TIR-300,Supplier D,NY,1078,132,2024-07-01,9,2024-08-28,assembly
1079,PTO-300,Supplier D,NY,1079,138,2024-06-24,8,2024-10-01,field
1080,FUE-300,Supplier E,NY,1080,122,2024-07-10,6,2024-07-23,assembly
1081,ENG-400,Supplier A,CA,1081,100,2024-07-19,6,2024-11-10,assembly
1082,TRN-400,Supplier E,FL,1082,113,2024-06-26,7,2024-08-09,field
1083,HYD-400,Supplier C,NY,1083,116,2024-07-04,10,2024-08-05,field
1084,FAX-400,Supplier D,FL,1084,100,2024-07-13,7,2024-09-10,assembly
1085,RAX-400,Supplier D,FL,1085,108,2024-07-04,5,2024-10-11,field
1086,CAB-400,Supplier C,IL,1086,114,2024-06-17,3,2024-09-30,assembly
1087,ECU-400,Supplier A,TX,1087,102,2024-07-09,4,2024-08-08,receiving
1088,TIR-400,Supplier B,IL,1088,115,2024-06-23,5,2024-06-27,assembly
1089,PTO-400,Supplier D,NY,1089,105,2024-07-14,3,2024-10-19,assembly
1090,FUE-400,Supplier E,NY,1090,110,2024-06-26,6,2024-09-30,assembly
1091,ENG-500,Supplier A,NY,1091,90,2024-07-15,5,2024-10-02,assembly
1092,TRN-500,Supplier C,TX,1092,93,2024-06-23,7,2024-06-30,receiving
1093,HYD-500,Supplier C,NY,1093,90,2024-06-28,5,2024-10-01,receiving
1094,FAX-500,Supplier A,IL,1094,94,2024-07-04,8,2024-08-02,assembly
1095,RAX-500,Supplier D,CA,1095,92,2024-06-23,5,2024-08-26,receiving
1096,CAB-500,Supplier C,NY,1096,97,2024-06-20,3,2024-08-03,field
1097,ECU-500,Supplier C,NY,1097,94,2024-07-03,7,2024-07-23,field
1098,TIR-500,Supplier B,NY,1098,101,2024-06-27,1,2024-09-06,receiving
1099,PTO-500,Supplier C,TX,1099,85,2024-07-11,2,2024-10-20,receiving
1100,FUE-500,Supplier A,TX,1100,93,2024-06-29,3,2024-07-10,receiving
1101,ENG-100,Supplier B,IL,1101,103,2024-07-26,3,2024-11-09,receiving
1102,TRN-100,Supplier C,FL,1102,95,2024-08-17,2,2024-09-11,receiving
1103,HYD-100,Supplier E,CA,1103,99,2024-07-20,7,2024-10-04,receiving
1104,FAX-100,Supplier D,IL,1104,105,2024-08-24,5,2024-11-05,receiving
1105,RAX-100,Supplier D,CA,1105,115,2024-08-14,2,2024-08-15,assembly
1106,CAB-100,Supplier C,TX,1106,105,2024-07-27,5,2024-11-01,assembly
1107,ECU-100,Supplier C,IL,1107,107,2024-08-08,5,2024-09-29,receiving
1108,TIR-100,Supplier B,NY,1108,104,2024-07-29,2,2024-10-16,assembly
1109,PTO-100,Supplier D,TX,1109,109,2024-08-16,5,2024-10-16,assembly
1110,FUE-100,Supplier A,CA,1110,108,2024-08-03,10,2024-11-12,assembly
1111,ENG-200,Supplier B,CA,1111,128,2024-07-27,6,2024-11-10,field
1112,TRN-200,Supplier B,FL,1112,122,2024-07-24,5,2024-09-06,receiving
1113,HYD-200,Supplier C,FL,1113,116,2024-08-12,4,2024-11-22,assembly
1114,FAX-200,Supplier D,FL,1114,103,2024-08-04,6,2024-08-18,receiving
1115,RAX-200,Supplier B,NY,1115,110,2024-08-04,2,2024-09-20,receiving
1116,CAB-200,Supplier C,FL,1116,110,2024-08-21,5,2024-11-11,receiving
1117,ECU-200,Supplier C,NY,1117,109,2024-07-24,2,2024-09-07,field
1118,TIR-200,Supplier D,TX,1118,114,2024-08-21,4,2024-12-08,assembly
1119,PTO-200,Supplier C,IL,1119,119,2024-07-21,7,2024-09-15,receiving
1120,FUE-200,Supplier A,IL,1120,112,2024-08-02,9,2024-10-29,assembly
1121,ENG-300,Supplier A,NY,1121,160,2024-08-09,7,2024-10-08,field
1122,TRN-300,Supplier C,TX,1122,143,2024-07-28,9,2024-09-04,assembly
1123,HYD-300,Supplier E,FL,1123,134,2024-08-04,12,2024-08-18,receiving
1124,FAX-300,Supplier A,NY,1124,157,2024-07-22,12,2024-11-19,field
1125,RAX-300,Supplier D,NY,1125,143,2024-07-31,5,2024-10-01,assembly
1126,CAB-300,Supplier C,TX,1126,154,2024-08-14,9,2024-12-04,field
1127,ECU-300,Supplier A,IL,1127,153,2024-07-28,9,2024-09-15,field
1128,TIR-300,Supplier B,NY,1128,139,2024-08-11,7,2024-12-07,field
1129,PTO-300,Supplier C,IL,1129,143,2024-08-06,8,2024-08-15,assembly
1130,FUE-300,Supplier A,TX,1130,154,2024-08-03,11,2024-08-17,receiving
1131,ENG-400,Supplier B,NY,1131,164,2024-08-01,3,2024-08-13,field
1132,TRN-400,Supplier E,CA,1132,172,2024-08-11,9,2024-09-30,assembly
1133,HYD-400,Supplier E,TX,1133,153,2024-07-30,18,2024-10-06,receiving
1134,FAX-400,Supplier A,CA,1134,157,2024-08-06,8,2024-11-22,assembly
1135,RAX-400,Supplier B,CA,1135,165,2024-07-28,9,2024-08-29,assembly
1136,CAB-400,Supplier E,FL,1136,179,2024-08-22,11,2024-11-20,field
1137,ECU-400,Supplier C,FL,1137,173,2024-07-28,10,2024-11-14,assembly
1138,TIR-400,Supplier B,FL,1138,158,2024-07-28,15,2024-11-03,receiving
1139,PTO-400,Supplier C,TX,1139,172,2024-07-19,6,2024-08-18,receiving
1140,FUE-400,Supplier E,CA,1140,178,2024-08-14,11,2024-10-21,assembly
1141,ENG-500,Supplier B,NY,1141,134,2024-07-23,5,2024-08-10,receiving
1142,TRN-500,Supplier C,FL,1142,145,2024-08-10,9,2024-09-23,field
1143,HYD-500,Supplier A,NY,1143,145,2024-07-23,7,2024-10-20,assembly
1144,FAX-500,Supplier D,CA,1144,161,2024-07-30,5,2024-09-30,assembly
1145,RAX-500,Supplier B,NY,1145,136,2024-08-09,5,2024-11-14,assembly
1146,CAB-500,Supplier E,NY,1146,143,2024-08-08,7,2024-08-25,receiving
1147,ECU-500,Supplier A,NY,1147,137,2024-08-17,7,2024-11-18,receiving
1148,TIR-500,Supplier B,IL,1148,161,2024-07-28,5,2024-11-15,receiving
1149,PTO-500,Supplier C,TX,1149,168,2024-07-30,13,2024-09-02,assembly
1150,FUE-500,Supplier E,NY,1150,157,2024-08-05,7,2024-11-28,field
1151,ENG-100,Supplier D,CA,1151,135,2024-08-24,2,2024-10-12,field
1152,TRN-100,Supplier B,FL,1152,134,2024-08-25,6,2024-11-17,assembly
1153,HYD-100,Supplier C,FL,1153,137,2024-09-08,8,2024-12-28,field
1154,FAX-100,Supplier A,NY,1154,127,2024-08-28,6,2024-11-14,assembly
1155,RAX-100,Supplier D,CA,1155,132,2024-09-01,1,2024-10-09,field
1156,CAB-100,Supplier C,TX,1156,131,2024-09-08,5,2024-09-20,assembly
1157,ECU-100,Supplier C,TX,1157,124,2024-08-26,7,2024-09-19,receiving
1158,TIR-100,Supplier D,NY,1158,137,2024-08-24,8,2024-09-22,receiving
1159,PTO-100,Supplier D,IL,1159,123,2024-09-02,4,2024-10-16,assembly
1160,FUE-100,Supplier E,NY,1160,132,2024-09-16,10,2024-12-15,assembly
1161,ENG-200,Supplier A,NY,1161,102,2024-09-22,5,2024-10-19,field
1162,TRN-200,Supplier C,CA,1162,105,2024-08-29,7,2024-12-19,field
1163,HYD-200,Supplier C,CA,1163,107,2024-08-31,5,2024-12-19,assembly
1164,FAX-200,Supplier D,FL,1164,104,2024-09-17,6,2024-09-30,assembly
1165,RAX-200,Supplier D,IL,1165,109,2024-09-07,5,2024-10-30,receiving
1166,CAB-200,Supplier E,TX,1166,102,2024-09-21,7,2024-12-22,assembly
1167,ECU-200,Supplier A,CA,1167,105,2024-09-09,3,2024-12-16,field
1168,TIR-200,Supplier B,TX,1168,108,2024-08-22,0,,
1169,PTO-200,Supplier C,NY,1169,107,2024-09-09,4,2024-11-29,field
1170,FUE-200,Supplier E,FL,1170,108,2024-09-20,7,2024-10-10,receiving
1171,ENG-300,Supplier A,TX,1171,173,2024-08-26,3,2024-09-27,receiving
1172,TRN-300,Supplier E,FL,1172,178,2024-09-06,11,2024-11-16,assembly
1173,HYD-300,Supplier E,NY,1173,210,2024-09-02,26,2024-10-09,field
1174,FAX-300,Supplier D,CA,1174,200,2024-09-15,5,2024-12-30,assembly
1175,RAX-300,Supplier B,TX,1175,202,2024-09-02,8,2024-10-19,assembly
1176,CAB-300,Supplier E,TX,1176,206,2024-09-02,6,2024-10-31,assembly
1177,ECU-300,Supplier C,TX,1177,200,2024-09-02,13,2024-10-26,receiving
1178,TIR-300,Supplier B,NY,1178,190,2024-08-28,11,2024-10-28,field
1179,PTO-300,Supplier C,CA,1179,192,2024-08-31,6,2024-11-21,assembly
1180,FUE-300,Supplier E,NY,1180,184,2024-08-23,10,2024-11-15,assembly
1181,ENG-400,Supplier A,FL,1181,152,2024-08-31,10,2024-11-25,assembly
1182,TRN-400,Supplier C,CA,1182,158,2024-09-10,13,2024-12-16,assembly
1183,HYD-400,Supplier E,NY,1183,161,2024-08-31,25,2024-12-13,assembly
1184,FAX-400,Supplier D,CA,1184,176,2024-09-08,6,2024-11-17,field
1185,RAX-400,Supplier D,TX,1185,142,2024-08-24,9,2024-11-30,assembly
1186,CAB-400,Supplier C,TX,1186,160,2024-08-28,1,2024-10-08,assembly
1187,ECU-400,Supplier A,FL,1187,150,2024-08-30,2,2024-11-12,field
1188,TIR-400,Supplier D,IL,1188,148,2024-09-04,6,2024-11-21,field
1189,PTO-400,Supplier C,NY,1189,158,2024-08-18,7,2024-10-03,assembly
1190,FUE-400,Supplier A,IL,1190,154,2024-09-01,15,2024-12-22,assembly
1191,ENG-500,Supplier B,NY,1191,143,2024-08-25,5,2024-12-14,receiving
1192,TRN-500,Supplier B,NY,1192,134,2024-08-28,5,2024-09-15,assembly
1193,HYD-500,Supplier C,IL,1193,134,2024-08-31,6,2024-10-26,receiving
1194,FAX-500,Supplier A,CA,1194,125,2024-08-25,8,2024-09-30,field
1195,RAX-500,Supplier B,TX,1195,139,2024-09-11,3,2024-12-02,receiving
1196,CAB-500,Supplier C,NY,1196,127,2024-09-06,0,,
1197,ECU-500,Supplier E,CA,1197,148,2024-09-18,9,2024-12-20,field
1198,TIR-500,Supplier B,FL,1198,145,2024-08-23,4,2024-11-06,assembly
1199,PTO-500,Supplier C,IL,1199,141,2024-09-21,7,2024-12-31,receiving
1200,FUE-500,Supplier B,NY,1200,143,2024-08-28,7,2024-08-29,receiving
1201,ENG-100,Supplier B,CA,1201,140,2024-09-29,11,2024-11-26,field
1202,TRN-100,Supplier E,IL,1202,140,2024-10-13,5,2025-01-24,receiving
1203,HYD-100,Supplier C,CA,1203,141,2024-10-20,7,2024-11-29,assembly
1204,FAX-100,Supplier A,NY,1204,154,2024-09-30,7,2024-09-30,assembly
1205,RAX-100,Supplier D,TX,1205,133,2024-09-29,10,2024-10-06,field
1206,CAB-100,Supplier E,FL,1206,140,2024-09-27,13,2024-11-10,receiving
1207,ECU-100,Supplier C,TX,1207,140,2024-10-13,4,2025-01-21,assembly
1208,TIR-100,Supplier B,IL,1208,144,2024-10-07,10,2024-12-29,receiving
1209,PTO-100,Supplier C,TX,1209,132,2024-09-25,9,2024-12-10,assembly
1210,FUE-100,Supplier A,FL,1210,139,2024-09-27,11,2024-12-01,assembly
1211,ENG-200,Supplier D,TX,1211,90,2024-10-01,1,2024-11-09,assembly
1212,TRN-200,Supplier C,CA,1212,94,2024-09-24,1,2024-10-01,receiving
1213,HYD-200,Supplier C,CA,1213,102,2024-10-04,6,2025-01-05,receiving
1214,FAX-200,Supplier A,NY,1214,91,2024-10-13,5,2025-02-04,field
1215,RAX-200,Supplier B,CA,1215,96,2024-09-27,6,2024-12-21,assembly
1216,CAB-200,Supplier C,TX,1216,104,2024-10-13,4,2024-10-17,receiving
1217,ECU-200,Supplier C,CA,1217,99,2024-10-15,7,2024-12-08,receiving
1218,TIR-200,Supplier B,CA,1218,98,2024-09-28,6,2024-09-29,assembly
1219,PTO-200,Supplier C,TX,1219,102,2024-10-06,2,2024-12-31,receiving
1220,FUE-200,Supplier E,NY,1220,95,2024-10-02,2,2024-11-21,assembly
1221,ENG-300,Supplier A,FL,1221,138,2024-09-30,9,2024-11-01,receiving
1222,TRN-300,Supplier B,FL,1222,131,2024-09-27,8,2024-10-20,receiving
1223,HYD-300,Supplier E,CA,1223,126,2024-10-21,17,2024-11-06,assembly
1224,FAX-300,Supplier A,IL,1224,123,2024-10-15,7,2025-01-27,assembly
1225,RAX-300,Supplier B,TX,1225,124,2024-10-05,2,2025-01-30,receiving
1226,CAB-300,Supplier E,NY,1226,147,2024-10-12,10,2024-11-04,assembly
1227,ECU-300,Supplier A,FL,1227,128,2024-10-24,4,2025-01-13,assembly
1228,TIR-300,Supplier B,CA,1228,120,2024-09-18,1,2024-10-07,assembly
1229,PTO-300,Supplier D,FL,1229,131,2024-09-26,6,2024-12-19,assembly
1230,FUE-300,Supplier A,FL,1230,134,2024-10-03,4,2025-01-04,field
1231,ENG-400,Supplier A,TX,1231,119,2024-10-12,6,2024-10-28,receiving
1232,TRN-400,Supplier E,IL,1232,105,2024-10-19,7,2024-11-03,receiving
1233,HYD-400,Supplier E,IL,1233,116,2024-09-20,11,2024-10-18,assembly
1234,FAX-400,Supplier D,FL,1234,105,2024-09-20,5,2024-11-20,receiving
1235,RAX-400,Supplier D,CA,1235,116,2024-09-22,4,2024-11-07,receiving
1236,CAB-400,Supplier E,FL,1236,124,2024-10-03,4,2024-12-20,assembly
1237,ECU-400,Supplier C,IL,1237,118,2024-09-27,5,2024-12-21,field
1238,TIR-400,Supplier D,IL,1238,107,2024-10-11,4,2025-01-20,assembly
1239,PTO-400,Supplier C,FL,1239,121,2024-09-16,7,2024-11-10,assembly
1240,FUE-400,Supplier A,FL,1240,109,2024-09-27,6,2024-10-02,assembly
1241,ENG-500,Supplier A,NY,1241,178,2024-10-16,7,2024-12-19,receiving
1242,TRN-500,Supplier E,TX,1242,151,2024-09-29,9,2024-10-15,assembly
1243,HYD-500,Supplier C,CA,1243,168,2024-10-01,16,2024-11-22,field
1244,FAX-500,Supplier A,IL,1244,156,2024-09-26,6,2024-12-07,assembly
1245,RAX-500,Supplier D,NY,1245,169,2024-10-13,11,2024-12-22,receiving
1246,CAB-500,Supplier E,IL,1246,166,2024-10-10,1,2024-12-09,receiving
1247,ECU-500,Supplier C,IL,1247,149,2024-10-11,12,2024-11-30,assembly
1248,TIR-500,Supplier B,FL,1248,161,2024-09-23,9,2024-11-19,assembly
1249,PTO-500,Supplier C,TX,1249,164,2024-09-27,11,2024-11-12,receiving
1250,FUE-500,Supplier E,NY,1250,167,2024-09-21,8,2024-12-23,receiving
1251,ENG-100,Supplier A,TX,1251,120,2024-10-28,7,2024-12-03,assembly
1252,TRN-100,Supplier B,TX,1252,111,2024-10-27,5,2024-11-21,assembly
1253,HYD-100,Supplier C,TX,1253,133,2024-10-29,6,2025-01-14,field
1254,FAX-100,Supplier A,TX,1254,130,2024-11-06,10,2025-01-19,assembly
1255,RAX-100,Supplier D,IL,1255,115,2024-11-03,8,2024-11-06,receiving
1256,CAB-100,Supplier E,FL,1256,114,2024-10-27,9,2025-01-25,assembly
1257,ECU-100,Supplier C,IL,1257,113,2024-11-11,4,2024-12-11,assembly
1258,TIR-100,Supplier B,FL,1258,116,2024-11-03,5,2024-11-07,assembly
1259,PTO-100,Supplier C,IL,1259,114,2024-10-23,3,2024-12-01,receiving
1260,FUE-100,Supplier E,CA,1260,103,2024-10-23,6,2024-12-31,field
1261,ENG-200,Supplier A,TX,1261,93,2024-11-13,1,2025-01-16,assembly
1262,TRN-200,Supplier C,TX,1262,87,2024-11-16,8,2025-02-10,receiving
1263,HYD-200,Supplier C,CA,1263,87,2024-11-13,1,2024-12-23,assembly
1264,FAX-200,Supplier A,CA,1264,93,2024-10-28,6,2024-12-18,assembly
1265,RAX-200,Supplier B,IL,1265,91,2024-11-11,4,2025-01-27,receiving
1266,CAB-200,Supplier E,NY,1266,94,2024-11-14,5,2024-11-29,receiving
1267,ECU-200,Supplier C,IL,1267,91,2024-11-12,5,2025-02-11,receiving
1268,TIR-200,Supplier D,NY,1268,89,2024-10-19,4,2024-12-11,field
1269,PTO-200,Supplier C,CA,1269,89,2024-10-30,6,2025-01-25,assembly
1270,FUE-200,Supplier E,CA,1270,98,2024-11-10,4,2025-01-12,field
1271,ENG-300,Supplier B,IL,1271,77,2024-11-03,4,2025-02-26,field
1272,TRN-300,Supplier C,FL,1272,87,2024-11-13,7,2024-11-15,receiving
1273,HYD-300,Supplier C,TX,1273,88,2024-11-12,3,2024-12-13,assembly
1274,FAX-300,Supplier A,IL,1274,87,2024-10-24,3,2024-12-06,receiving
1275,RAX-300,Supplier D,IL,1275,86,2024-11-19,3,2024-12-07,receiving
1276,CAB-300,Supplier E,NY,1276,91,2024-11-07,2,2024-12-14,assembly
1277,ECU-300,Supplier A,IL,1277,91,2024-10-27,6,2024-12-29,assembly
1278,TIR-300,Supplier B,CA,1278,88,2024-10-24,2,2025-02-07,field
1279,PTO-300,Supplier C,FL,1279,79,2024-11-01,5,2025-01-08,field
1280,FUE-300,Supplier E,TX,1280,84,2024-11-03,6,2024-11-07,receiving
1281,ENG-400,Supplier A,CA,1281,106,2024-11-12,5,2025-03-10,assembly
1282,TRN-400,Supplier B,FL,1282,98,2024-11-03,7,2025-01-18,assembly
1283,HYD-400,Supplier A,IL,1283,102,2024-11-23,3,2024-12-12,field
1284,FAX-400,Supplier A,TX,1284,100,2024-11-07,6,2024-12-08,field
1285,RAX-400,Supplier B,FL,1285,99,2024-10-28,6,2024-12-05,field
1286,CAB-400,Supplier E,IL,1286,99,2024-11-05,4,2024-12-28,assembly
1287,ECU-400,Supplier C,FL,1287,106,2024-11-09,2,2025-03-08,receiving
1288,TIR-400,Supplier B,FL,1288,94,2024-10-27,4,2025-01-13,assembly
1289,PTO-400,Supplier D,TX,1289,108,2024-11-03,3,2025-01-28,receiving
1290,FUE-400,Supplier A,TX,1290,98,2024-10-24,8,2025-01-31,field
1291,ENG-500,Supplier A,CA,1291,130,2024-10-28,5,2024-11-19,receiving
1292,TRN-500,Supplier E,IL,1292,140,2024-11-05,5,2025-01-14,assembly
1293,HYD-500,Supplier C,NY,1293,123,2024-11-11,4,2024-12-03,assembly
1294,FAX-500,Supplier D,FL,1294,140,2024-10-25,7,2025-02-05,assembly
1295,RAX-500,Supplier D,CA,1295,128,2024-11-08,8,2024-12-04,assembly
1296,CAB-500,Supplier E,TX,1296,122,2024-11-13,6,2024-11-15,field
1297,ECU-500,Supplier A,CA,1297,118,2024-11-05,6,2025-02-20,field
1298,TIR-500,Supplier B,NY,1298,118,2024-11-03,8,2025-01-29,field
1299,PTO-500,Supplier C,TX,1299,125,2024-11-03,8,2025-01-02,receiving
1300,FUE-500,Supplier E,TX,1300,123,2024-11-15,5,2025-03-05,field
1301,ENG-100,Supplier D,FL,1301,118,2024-12-15,5,2025-02-19,assembly
1302,TRN-100,Supplier C,FL,1302,118,2024-12-11,7,2025-04-06,assembly
1303,HYD-100,Supplier E,FL,1303,114,2024-12-09,15,2024-12-18,receiving
1304,FAX-100,Supplier D,TX,1304,113,2024-12-11,6,2025-01-15,assembly
1305,RAX-100,Supplier D,IL,1305,120,2024-12-19,11,2025-03-26,assembly
1306,CAB-100,Supplier C,CA,1306,119,2024-12-08,5,2025-01-24,receiving
1307,ECU-100,Supplier E,FL,1307,119,2024-11-30,9,2024-12-02,assembly
1308,TIR-100,Supplier D,TX,1308,115,2024-12-15,8,2025-03-31,receiving
1309,PTO-100,Supplier D,NY,1309,114,2024-12-07,5,2025-03-26,field
1310,FUE-100,Supplier E,IL,1310,127,2024-12-01,11,2025-02-21,field
1311,ENG-200,Supplier B,TX,1311,135,2024-11-30,8,2025-01-15,receiving
1312,TRN-200,Supplier B,CA,1312,153,2024-12-01,7,2025-01-18,field
1313,HYD-200,Supplier C,NY,1313,155,2024-12-12,11,2025-01-05,assembly
1314,FAX-200,Supplier A,TX,1314,156,2024-12-21,9,2025-01-08,receiving
1315,RAX-200,Supplier B,NY,1315,163,2024-12-06,13,2025-02-14,field
1316,CAB-200,Supplier E,CA,1316,164,2024-12-09,6,2025-01-20,assembly
1317,ECU-200,Supplier A,NY,1317,168,2024-12-02,8,2025-02-26,field
1318,TIR-200,Supplier B,TX,1318,138,2024-11-29,12,2025-03-15,assembly
1319,PTO-200,Supplier C,IL,1319,144,2024-12-15,8,2025-01-11,assembly
1320,FUE-200,Supplier E,FL,1320,159,2024-11-30,11,2025-03-04,assembly
1321,ENG-300,Supplier B,CA,1321,121,2024-12-12,3,2024-12-18,assembly
1322,TRN-300,Supplier B,CA,1322,132,2024-12-03,4,2025-01-19,assembly
1323,HYD-300,Supplier E,FL,1323,117,2024-11-21,14,2024-12-02,receiving
1324,FAX-300,Supplier A,TX,1324,125,2024-12-15,7,2025-01-19,assembly
1325,RAX-300,Supplier B,NY,1325,120,2024-12-08,4,2024-12-17,assembly
1326,CAB-300,Supplier E,CA,1326,116,2024-11-26,2,2024-11-29,field
1327,ECU-300,Supplier C,TX,1327,137,2024-12-10,8,2025-02-22,receiving
1328,TIR-300,Supplier B,TX,1328,118,2024-11-27,5,2025-03-06,field
1329,PTO-300,Supplier C,TX,1329,117,2024-12-18,11,2025-01-22,field
1330,FUE-300,Supplier E,TX,1330,112,2024-12-11,8,2025-01-08,field
1331,ENG-400,Supplier D,NY,1331,105,2024-12-11,3,2025-01-29,assembly
1332,TRN-400,Supplier B,NY,1332,102,2024-11-19,8,2025-01-05,assembly
1333,HYD-400,Supplier A,TX,1333,98,2024-12-07,7,2024-12-24,field
1334,FAX-400,Supplier D,IL,1334,107,2024-12-03,7,2024-12-21,receiving
1335,RAX-400,Supplier D,TX,1335,109,2024-12-24,11,2025-03-12,field
1336,CAB-400,Supplier C,TX,1336,111,2024-12-11,8,2025-02-01,assembly
1337,ECU-400,Supplier C,TX,1337,97,2024-12-08,5,2025-01-16,field
1338,TIR-400,Supplier B,IL,1338,103,2024-11-21,8,2025-02-08,field
1339,PTO-400,Supplier C,TX,1339,115,2024-11-19,5,2025-01-19,receiving
1340,FUE-400,Supplier E,CA,1340,111,2024-12-03,6,2024-12-12,receiving
1341,ENG-500,Supplier D,IL,1341,86,2024-11-23,5,2024-11-28,assembly
1342,TRN-500,Supplier C,NY,1342,74,2024-12-02,3,2025-03-04,receiving
1343,HYD-500,Supplier E,IL,1343,81,2024-11-22,6,2024-12-05,field
1344,FAX-500,Supplier A,NY,1344,87,2024-11-22,5,2025-01-01,assembly
1345,RAX-500,Supplier D,IL,1345,75,2024-12-29,0,,
1346,CAB-500,Supplier C,TX,1346,77,2024-12-20,7,2025-02-15,assembly
1347,ECU-500,Supplier E,TX,1347,84,2024-12-13,3,2025-04-11,field
1348,TIR-500,Supplier D,FL,1348,74,2024-12-11,7,2025-01-31,assembly
1349,PTO-500,Supplier C,NY,1349,84,2024-12-09,5,2025-03-18,field
1350,FUE-500,Supplier E,NY,1350,85,2024-12-07,2,2025-03-03,assembly
1351,ENG-100,Supplier B,CA,1351,117,2024-12-24,6,2025-02-09,receiving
1352,TRN-100,Supplier B,IL,1352,131,2024-12-31,5,2025-02-11,assembly
1353,HYD-100,Supplier C,NY,1353,110,2025-01-17,8,2025-04-08,receiving
1354,FAX-100,Supplier A,NY,1354,116,2024-12-24,6,2025-01-20,assembly
1355,RAX-100,Supplier D,FL,1355,109,2025-01-11,10,2025-05-10,receiving
1356,CAB-100,Supplier E,FL,1356,119,2024-12-24,9,2025-02-09,assembly
1357,ECU-100,Supplier A,FL,1357,116,2024-12-26,5,2025-01-19,assembly
1358,TIR-100,Supplier B,NY,1358,131,2024-12-19,4,2024-12-28,assembly
1359,PTO-100,Supplier C,CA,1359,122,2025-01-08,5,2025-02-19,assembly
1360,FUE-100,Supplier E,IL,1360,122,2024-12-25,6,2025-02-03,receiving
1361,ENG-200,Supplier B,CA,1361,97,2024-12-30,6,2025-04-14,assembly
1362,TRN-200,Supplier B,NY,1362,90,2024-12-23,5,2025-02-19,assembly
1363,HYD-200,Supplier A,TX,1363,104,2025-01-11,7,2025-03-08,receiving
1364,FAX-200,Supplier D,NY,1364,101,2025-01-10,7,2025-04-09,field
1365,RAX-200,Supplier B,CA,1365,93,2025-01-08,6,2025-02-14,field
