id,sku,supplier,warehouse,quantity,unit_price,date_ordered,promised_date,fulfilled_date,status
1872,TRN-300,Supplier B,CA,127,15515,2025-09-21,2025-10-21,2025-11-02,fulfilled
1873,HYD-300,Supplier C,IL,116,5024.25,2025-10-04,2025-10-25,2025-10-25,fulfilled
1874,FAX-300,Supplier D,IL,138,5510,2025-09-27,2025-10-22,2025-11-08,fulfilled
1875,RAX-300,Supplier B,NY,125,7757.5,2025-09-24,2025-10-22,2025-10-28,fulfilled
1876,CAB-300,Supplier E,NY,125,9845.5,2025-09-26,2025-10-24,2025-11-10,fulfilled
1877,ECU-300,Supplier E,FL,125,2109.75,2025-10-02,2025-10-26,2025-11-08,fulfilled
1878,TIR-300,Supplier B,TX,133,3878.75,2025-10-08,2025-10-22,2025-10-24,fulfilled
1879,PTO-300,Supplier C,FL,131,2871,2025-10-06,2025-10-27,2025-11-01,fulfilled
1880,FUE-300,Supplier A,NY,130,1740,2025-10-06,2025-10-25,2025-11-23,fulfilled
1881,ENG-400,Supplier A,CA,117,42400,2025-09-19,2025-10-24,2025-11-22,fulfilled
1882,TRN-400,Supplier B,FL,105,28355,2025-09-25,2025-10-25,2025-10-26,fulfilled
1883,HYD-400,Supplier A,NY,116,9275,2025-09-21,2025-10-18,2025-10-26,fulfilled
1884,FAX-400,Supplier A,FL,102,10600,2025-09-23,2025-10-21,2025-11-15,fulfilled
1885,RAX-400,Supplier B,NY,103,14177.5,2025-09-23,2025-10-21,2025-10-23,fulfilled
1886,CAB-400,Supplier E,CA,104,17993.5,2025-09-22,2025-10-20,2025-11-16,fulfilled
1887,ECU-400,Supplier C,FL,107,3935.25,2025-10-01,2025-10-22,2025-10-30,fulfilled
1888,TIR-400,Supplier B,NY,107,7088.75,2025-10-07,2025-10-21,2025-11-06,fulfilled
1889,PTO-400,Supplier D,FL,105,5035,2025-09-30,2025-10-24,2025-11-20,fulfilled
1890,FUE-400,Supplier A,NY,99,3180,2025-09-30,2025-10-19,2025-10-28,fulfilled
1891,ENG-500,Supplier A,FL,120,76800,2025-09-16,2025-10-21,2025-11-08,fulfilled
1892,TRN-500,Supplier C,NY,119,47520,2025-09-24,2025-10-27,2025-11-17,fulfilled
1893,HYD-500,Supplier C,FL,116,16632,2025-10-02,2025-10-23,2025-10-26,fulfilled
1894,FAX-500,Supplier D,FL,120,18240,2025-09-29,2025-10-24,2025-11-10,fulfilled
1895,RAX-500,Supplier D,TX,112,22800,2025-09-24,2025-10-19,2025-10-30,fulfilled
1896,CAB-500,Supplier E,TX,117,32592,2025-09-19,2025-10-17,2025-10-17,fulfilled
1897,ECU-500,Supplier E,FL,105,6984,2025-09-26,2025-10-20,2025-10-22,fulfilled
1898,TIR-500,Supplier B,FL,119,12840,2025-10-03,2025-10-17,2025-10-24,fulfilled
1899,PTO-500,Supplier C,FL,127,9504,2025-10-01,2025-10-22,2025-11-11,fulfilled
1900,FUE-500,Supplier A,CA,103,5760,2025-10-08,2025-10-27,2025-11-02,fulfilled
1901,ENG-100,Supplier A,IL,88,4480,2025-10-18,2025-11-22,2025-12-08,fulfilled
1902,TRN-100,Supplier B,CA,97,2996,2025-10-25,2025-11-24,2025-12-11,fulfilled
1903,HYD-100,Supplier C,IL,95,970.2,2025-10-30,2025-11-20,2025-11-25,fulfilled
1904,FAX-100,Supplier A,FL,86,1120,2025-10-20,2025-11-17,2025-12-08,fulfilled
1905,RAX-100,Supplier D,FL,87,1330,2025-10-25,2025-11-19,2025-12-14,fulfilled
1906,CAB-100,Supplier C,IL,98,1940.4,2025-10-16,2025-11-16,2025-11-28,fulfilled
1907,ECU-100,Supplier A,NY,91,420,2025-11-05,2025-11-23,2025-12-07,fulfilled
1908,TIR-100,Supplier D,CA,86,665,2025-11-03,2025-11-20,2025-12-04,fulfilled
1909,PTO-100,Supplier C,FL,83,554.4,2025-11-01,2025-11-22,2025-12-15,fulfilled
1910,FUE-100,Supplier A,CA,92,336,2025-10-30,2025-11-18,2025-12-08,fulfilled
1911,ENG-200,Supplier B,IL,110,9929.6,2025-10-09,2025-11-16,2025-11-21,fulfilled
1912,TRN-200,Supplier B,FL,115,6206,2025-10-17,2025-11-16,2025-12-03,fulfilled
1913,HYD-200,Supplier C,NY,126,2009.7,2025-10-29,2025-11-19,2025-11-27,fulfilled
1914,FAX-200,Supplier A,IL,111,2320,2025-10-22,2025-11-19,2025-12-16,fulfilled
1915,RAX-200,Supplier D,NY,123,2755,2025-10-27,2025-11-21,2025-12-04,fulfilled
1916,CAB-200,Supplier E,TX,104,3938.2,2025-10-25,2025-11-22,2025-11-25,fulfilled
1917,ECU-200,Supplier A,CA,122,870,2025-11-06,2025-11-24,2025-11-28,fulfilled
1918,TIR-200,Supplier B,IL,124,1551.5,2025-11-10,2025-11-24,2025-11-25,fulfilled
1919,PTO-200,Supplier D,CA,100,1102,2025-10-28,2025-11-21,2025-12-09,fulfilled
1920,FUE-200,Supplier A,TX,115,696,2025-11-07,2025-11-26,2025-12-01,fulfilled
1921,ENG-300,Supplier A,FL,114,23200,2025-10-17,2025-11-21,2025-11-23,fulfilled
1922,TRN-300,Supplier B,NY,114,15515,2025-10-26,2025-11-25,2025-11-27,fulfilled
1923,HYD-300,Supplier C,NY,112,5024.25,2025-11-02,2025-11-23,2025-11-25,fulfilled
1924,FAX-300,Supplier D,TX,109,5510,2025-10-31,2025-11-25,2025-12-02,fulfilled
1925,RAX-300,Supplier B,CA,109,7757.5,2025-10-27,2025-11-24,2025-11-29,fulfilled
1926,CAB-300,Supplier C,CA,112,10048.5,2025-10-24,2025-11-24,2025-11-28,fulfilled
1927,ECU-300,Supplier A,NY,117,2175,2025-11-05,2025-11-23,2025-12-21,fulfilled
1928,TIR-300,Supplier D,NY,109,3443.75,2025-10-30,2025-11-16,2025-12-14,fulfilled
1929,PTO-300,Supplier C,IL,98,2871,2025-10-30,2025-11-20,2025-11-28,fulfilled
1930,FUE-300,Supplier E,TX,119,1687.8,2025-11-09,2025-11-25,2025-11-30,fulfilled
1931,ENG-400,Supplier B,IL,112,45368,2025-10-10,2025-11-17,2025-12-04,fulfilled
1932,TRN-400,Supplier B,TX,110,28355,2025-10-24,2025-11-23,2025-12-02,fulfilled
1933,HYD-400,Supplier C,IL,97,9182.25,2025-10-30,2025-11-20,2025-11-22,fulfilled
1934,FAX-400,Supplier D,IL,99,10070,2025-11-01,2025-11-26,2025-12-20,fulfilled
1935,RAX-400,Supplier B,CA,101,14177.5,2025-10-24,2025-11-21,2025-11-26,fulfilled
1936,CAB-400,Supplier C,CA,101,18364.5,2025-10-20,2025-11-20,2025-11-28,fulfilled
1937,ECU-400,Supplier A,NY,92,3975,2025-10-31,2025-11-18,2025-12-05,fulfilled
1938,TIR-400,Supplier B,NY,101,7088.75,2025-11-12,2025-11-26,2025-12-08,fulfilled
1939,PTO-400,Supplier C,CA,104,5247,2025-10-31,2025-11-21,2025-11-27,fulfilled
1940,FUE-400,Supplier E,FL,110,3084.6,2025-11-01,2025-11-17,2025-12-14,fulfilled
1941,ENG-500,Supplier A,IL,117,76800,2025-10-16,2025-11-20,2025-12-12,fulfilled
1942,TRN-500,Supplier C,TX,116,47520,2025-10-20,2025-11-22,2025-12-18,fulfilled
1943,HYD-500,Supplier C,NY,114,16632,2025-10-31,2025-11-21,2025-12-11,fulfilled
1944,FAX-500,Supplier D,NY,117,18240,2025-10-28,2025-11-22,2025-11-26,fulfilled
1945,RAX-500,Supplier D,NY,137,22800,2025-11-01,2025-11-26,2026-01-06,fulfilled
1946,CAB-500,Supplier C,TX,115,33264,2025-10-23,2025-11-23,2025-11-30,fulfilled
1947,ECU-500,Supplier C,NY,111,7128,2025-11-03,2025-11-24,2025-12-20,fulfilled
1948,TIR-500,Supplier D,NY,127,11400,2025-10-30,2025-11-16,2025-11-16,fulfilled
1949,PTO-500,Supplier D,TX,110,9120,2025-11-02,2025-11-26,2026-01-01,fulfilled
1950,FUE-500,Supplier E,NY,113,5587.2,2025-10-31,2025-11-16,2025-11-25,fulfilled
1951,ENG-100,Supplier A,CA,154,4480,2025-11-22,2025-12-27,2026-01-23,fulfilled
1952,TRN-100,Supplier C,IL,138,2772,2025-11-24,2025-12-27,2026-01-12,fulfilled
1953,HYD-100,Supplier E,NY,142,950.6,2025-11-29,2025-12-23,2026-01-08,fulfilled
1954,FAX-100,Supplier D,NY,139,1064,2025-11-22,2025-12-17,2025-12-20,fulfilled
1955,RAX-100,Supplier B,TX,138,1498,2025-11-24,2025-12-22,2025-12-31,fulfilled
1956,CAB-100,Supplier C,NY,148,1940.4,2025-11-24,2025-12-25,2026-01-20,fulfilled
1957,ECU-100,Supplier C,NY,133,415.8,2025-11-30,2025-12-21,2026-01-15,fulfilled
1958,TIR-100,Supplier B,CA,139,749,2025-12-13,2025-12-27,2026-01-13,fulfilled
1959,PTO-100,Supplier D,FL,128,532,2025-11-25,2025-12-19,2026-01-22,fulfilled
1960,FUE-100,Supplier E,IL,148,325.92,2025-12-09,2025-12-25,2026-01-07,fulfilled
1961,ENG-200,Supplier A,IL,102,9280,2025-11-16,2025-12-21,2026-01-15,fulfilled
1962,TRN-200,Supplier B,FL,102,6206,2025-11-24,2025-12-24,2026-01-10,fulfilled
1963,HYD-200,Supplier A,TX,101,2030,2025-11-23,2025-12-20,2025-12-30,fulfilled
1964,FAX-200,Supplier D,FL,110,2204,2025-11-25,2025-12-20,2026-01-14,fulfilled
1965,RAX-200,Supplier D,IL,103,2755,2025-11-27,2025-12-22,2025-12-23,fulfilled
1966,CAB-200,Supplier E,FL,115,3938.2,2025-11-22,2025-12-20,2026-01-10,fulfilled
1967,ECU-200,Supplier A,NY,103,870,2025-11-29,2025-12-17,2026-01-05,fulfilled
1968,TIR-200,Supplier B,NY,96,1551.5,2025-12-11,2025-12-25,2026-01-11,fulfilled
1969,PTO-200,Supplier C,NY,109,1148.4,2025-12-03,2025-12-24,2026-01-02,fulfilled
1970,FUE-200,Supplier E,IL,110,675.12,2025-12-02,2025-12-18,2026-01-07,fulfilled
1971,ENG-300,Supplier B,NY,87,24824,2025-11-16,2025-12-24,2026-01-10,fulfilled
1972,TRN-300,Supplier B,IL,96,15515,2025-11-23,2025-12-23,2025-12-30,fulfilled
1973,HYD-300,Supplier C,NY,79,5024.25,2025-12-04,2025-12-25,2026-01-01,fulfilled
1974,FAX-300,Supplier D,TX,82,5510,2025-11-22,2025-12-17,2025-12-24,fulfilled
1975,RAX-300,Supplier B,FL,77,7757.5,2025-11-21,2025-12-19,2025-12-27,fulfilled
1976,CAB-300,Supplier E,NY,91,9845.5,2025-11-29,2025-12-27,2026-01-09,fulfilled
1977,ECU-300,Supplier A,TX,81,2175,2025-11-29,2025-12-17,2026-01-04,fulfilled
1978,TIR-300,Supplier D,NY,86,3443.75,2025-12-10,2025-12-27,2026-02-03,fulfilled
1979,PTO-300,Supplier C,FL,90,2871,2025-12-04,2025-12-25,2026-01-19,fulfilled
1980,FUE-300,Supplier E,IL,83,1687.8,2025-12-07,2025-12-23,2026-01-19,fulfilled
1981,ENG-400,Supplier D,IL,110,40280,2025-11-16,2025-12-27,2026-02-01,fulfilled
1982,TRN-400,Supplier B,CA,111,28355,2025-11-18,2025-12-18,2025-12-25,fulfilled
1983,HYD-400,Supplier A,NY,104,9275,2025-11-21,2025-12-18,2026-01-11,fulfilled
1984,FAX-400,Supplier A,FL,101,10600,2025-11-27,2025-12-25,2026-01-19,fulfilled
1985,RAX-400,Supplier D,CA,124,12587.5,2025-11-25,2025-12-20,2026-01-27,fulfilled
1986,CAB-400,Supplier C,TX,101,18364.5,2025-11-26,2025-12-27,2026-01-24,fulfilled
1987,ECU-400,Supplier A,FL,112,3975,2025-12-05,2025-12-23,2026-01-06,fulfilled
1988,TIR-400,Supplier D,NY,113,6293.75,2025-12-05,2025-12-22,2025-12-26,fulfilled
1989,PTO-400,Supplier C,CA,105,5247,2025-12-02,2025-12-23,2026-01-16,fulfilled
1990,FUE-400,Supplier E,CA,117,3084.6,2025-12-01,2025-12-17,2026-01-02,fulfilled
1991,ENG-500,Supplier B,FL,119,82176,2025-11-09,2025-12-17,2025-12-26,fulfilled
1992,TRN-500,Supplier C,FL,111,47520,2025-11-17,2025-12-20,2026-01-08,fulfilled
1993,HYD-500,Supplier C,NY,112,16632,2025-11-29,2025-12-20,2026-01-17,fulfilled
1994,FAX-500,Supplier D,TX,107,18240,2025-11-22,2025-12-17,2025-12-20,fulfilled
1995,RAX-500,Supplier D,NY,114,22800,2025-11-24,2025-12-19,2025-12-27,fulfilled
1996,CAB-500,Supplier C,TX,117,33264,2025-11-23,2025-12-24,2025-12-31,fulfilled
1997,ECU-500,Supplier A,IL,121,7200,2025-11-29,2025-12-17,2026-01-13,fulfilled
1998,TIR-500,Supplier B,NY,115,12840,2025-12-13,2025-12-27,2025-12-30,fulfilled
1999,PTO-500,Supplier C,TX,114,9504,2025-12-04,2025-12-25,2026-01-04,fulfilled
2000,FUE-500,Supplier A,NY,114,5760,2025-12-07,2025-12-26,2026-01-14,fulfilled
2001,ENG-100,Supplier B,TX,133,4793.6,2025-12-19,2026-01-26,2026-01-30,fulfilled
2002,TRN-100,Supplier B,CA,133,2996,2025-12-20,2026-01-19,2026-01-26,fulfilled
2003,HYD-100,Supplier E,NY,135,950.6,2025-12-24,2026-01-17,2026-02-04,fulfilled
2004,FAX-100,Supplier A,IL,130,1120,2025-12-25,2026-01-22,2026-01-24,fulfilled
2005,RAX-100,Supplier B,TX,141,1498,2025-12-24,2026-01-21,2026-01-23,fulfilled
2006,CAB-100,Supplier C,CA,150,1940.4,2025-12-18,2026-01-18,2026-02-11,fulfilled
2007,ECU-100,Supplier A,FL,138,420,2026-01-04,2026-01-22,2026-02-11,fulfilled
2008,TIR-100,Supplier B,FL,151,749,2026-01-13,2026-01-27,2026-02-11,fulfilled
2009,PTO-100,Supplier D,TX,125,532,2025-12-26,2026-01-19,2026-02-16,fulfilled
2010,FUE-100,Supplier E,CA,135,325.92,2026-01-02,2026-01-18,2026-02-16,fulfilled
2011,ENG-200,Supplier A,CA,136,9280,2025-12-13,2026-01-17,2026-01-21,fulfilled
2012,TRN-200,Supplier B,TX,140,6206,2025-12-21,2026-01-20,2026-01-27,fulfilled
2013,HYD-200,Supplier E,NY,151,1969.1,2025-12-30,2026-01-23,2026-02-07,fulfilled
2014,FAX-200,Supplier A,CA,140,2320,2025-12-26,2026-01-23,2026-02-11,fulfilled
2015,RAX-200,Supplier D,NY,151,2755,2025-12-23,2026-01-17,2026-02-13,fulfilled
2016,CAB-200,Supplier C,TX,149,4019.4,2025-12-22,2026-01-22,2026-02-15,fulfilled
2017,ECU-200,Supplier A,NY,143,870,2026-01-08,2026-01-26,2026-02-22,fulfilled
2018,TIR-200,Supplier D,NY,136,1377.5,2026-01-01,2026-01-18,2026-01-26,fulfilled
2019,PTO-200,Supplier C,NY,149,1148.4,2026-01-02,2026-01-23,2026-02-14,fulfilled
2020,FUE-200,Supplier B,FL,155,744.72,2026-01-02,2026-01-24,2026-02-01,fulfilled
2021,ENG-300,Supplier A,CA,90,23200,2025-12-21,2026-01-25,2026-02-23,fulfilled
2022,TRN-300,Supplier C,IL,91,14355,2025-12-25,2026-01-27,2026-02-14,fulfilled
2023,HYD-300,Supplier E,CA,95,4922.75,2026-01-03,2026-01-27,2026-02-17,fulfilled
2024,FAX-300,Supplier A,FL,87,5800,2025-12-26,2026-01-23,2026-02-20,fulfilled
2025,RAX-300,Supplier D,FL,96,6887.5,2025-12-31,2026-01-25,2026-01-31,fulfilled
2026,CAB-300,Supplier E,TX,98,9845.5,2025-12-28,2026-01-25,2026-02-19,fulfilled
2027,ECU-300,Supplier A,NY,89,2175,2025-12-31,2026-01-18,2026-01-29,fulfilled
2028,TIR-300,Supplier B,NY,98,3878.75,2026-01-05,2026-01-19,2026-01-20,fulfilled
2029,PTO-300,Supplier C,CA,97,2871,2025-12-29,2026-01-19,2026-01-31,fulfilled
2030,FUE-300,Supplier A,CA,88,1740,2026-01-01,2026-01-20,2026-02-04,fulfilled
2031,ENG-400,Supplier A,IL,125,42400,2025-12-16,2026-01-20,2026-02-05,fulfilled
2032,TRN-400,Supplier E,TX,131,25705,2025-12-12,2026-01-17,2026-01-30,fulfilled
2033,HYD-400,Supplier C,NY,132,9182.25,2026-01-04,2026-01-25,2026-01-25,fulfilled
2034,FAX-400,Supplier D,IL,127,10070,2025-12-30,2026-01-24,2026-01-30,fulfilled
2035,RAX-400,Supplier B,CA,112,14177.5,2025-12-23,2026-01-20,2026-01-21,fulfilled
2036,CAB-400,Supplier E,CA,129,17993.5,2025-12-20,2026-01-17,2026-02-02,fulfilled
2037,ECU-400,Supplier A,CA,128,3975,2026-01-06,2026-01-24,2026-02-09,fulfilled
2038,TIR-400,Supplier D,FL,127,6293.75,2026-01-05,2026-01-22,2026-01-24,fulfilled
2039,PTO-400,Supplier D,NY,121,5035,2025-12-24,2026-01-17,2026-02-08,fulfilled
2040,FUE-400,Supplier A,TX,126,3180,2025-12-31,2026-01-19,2026-02-13,fulfilled
2041,ENG-500,Supplier A,FL,117,76800,2025-12-20,2026-01-24,2026-02-18,fulfilled
2042,TRN-500,Supplier C,CA,120,47520,2025-12-21,2026-01-23,2026-02-02,fulfilled
2043,HYD-500,Supplier C,CA,103,16632,2026-01-01,2026-01-22,2026-01-23,fulfilled
2044,FAX-500,Supplier A,CA,99,19200,2025-12-29,2026-01-26,2026-02-09,fulfilled
2045,RAX-500,Supplier D,CA,116,22800,2025-12-30,2026-01-24,2026-01-25,fulfilled
2046,CAB-500,Supplier C,CA,111,33264,2025-12-23,2026-01-23,2026-02-02,fulfilled
2047,ECU-500,Supplier E,FL,114,6984,2025-12-28,2026-01-21,2026-02-03,fulfilled
2048,TIR-500,Supplier D,CA,116,11400,2026-01-02,2026-01-19,2026-01-19,fulfilled
2049,PTO-500,Supplier D,NY,113,9120,2025-12-25,2026-01-18,2026-02-08,fulfilled
2050,FUE-500,Supplier B,TX,118,6163.2,2025-12-27,2026-01-18,2026-01-23,fulfilled
2051,ENG-100,Supplier A,FL,213,4480,2026-01-18,2026-02-22,2026-03-21,fulfilled
2052,TRN-100,Supplier B,FL,220,2996,2026-01-20,2026-02-19,2026-02-24,fulfilled
2053,HYD-100,Supplier E,TX,183,950.6,2026-01-31,2026-02-24,2026-03-21,fulfilled
2054,FAX-100,Supplier A,IL,186,1120,2026-01-21,2026-02-18,2026-03-05,fulfilled
2055,RAX-100,Supplier B,NY,207,1498,2026-01-23,2026-02-20,2026-02-25,fulfilled
2056,CAB-100,Supplier E,NY,206,1901.2,2026-01-17,2026-02-14,2026-03-06,fulfilled
2057,ECU-100,Supplier A,TX,218,420,2026-02-03,2026-02-21,2026-02-27,fulfilled
2058,TIR-100,Supplier B,NY,197,749,2026-02-04,2026-02-18,2026-02-23,fulfilled
2059,PTO-100,Supplier D,TX,181,532,2026-01-30,2026-02-23,2026-03-12,fulfilled
2060,FUE-100,Supplier E,CA,208,325.92,2026-02-04,2026-02-20,2026-03-21,fulfilled
2061,ENG-200,Supplier A,IL,188,9280,2026-01-16,2026-02-20,2026-03-15,fulfilled
2062,TRN-200,Supplier B,FL,171,6206,2026-01-18,2026-02-17,2026-02-24,fulfilled
2063,HYD-200,Supplier E,IL,178,1969.1,2026-01-26,2026-02-19,2026-03-15,fulfilled
2064,FAX-200,Supplier D,IL,182,2204,2026-01-24,2026-02-18,2026-03-02,fulfilled
2065,RAX-200,Supplier B,FL,190,3103,2026-01-23,2026-02-20,2026-02-25,fulfilled
2066,CAB-200,Supplier E,FL,182,3938.2,2026-01-19,2026-02-16,2026-03-16,fulfilled
2067,ECU-200,Supplier C,TX,194,861.3,2026-01-25,2026-02-15,2026-02-24,fulfilled
2068,TIR-200,Supplier B,CA,178,1551.5,2026-01-31,2026-02-14,2026-02-22,fulfilled
2069,PTO-200,Supplier D,IL,176,1102,2026-01-24,2026-02-17,2026-03-06,fulfilled
2070,FUE-200,Supplier E,CA,181,675.12,2026-02-07,2026-02-23,2026-03-24,fulfilled
2071,ENG-300,Supplier D,FL,208,22040,2026-01-04,2026-02-14,2026-02-25,fulfilled
2072,TRN-300,Supplier B,NY,197,15515,2026-01-24,2026-02-23,2026-03-06,fulfilled
2073,HYD-300,Supplier E,IL,202,4922.75,2026-01-28,2026-02-21,2026-02-25,fulfilled
2074,FAX-300,Supplier D,NY,234,5510,2026-01-21,2026-02-15,2026-03-12,fulfilled
2075,RAX-300,Supplier B,CA,200,7757.5,2026-01-27,2026-02-24,2026-02-25,fulfilled
2076,CAB-300,Supplier C,TX,219,10048.5,2026-01-14,2026-02-14,2026-02-28,fulfilled
2077,ECU-300,Supplier C,IL,196,2153.25,2026-02-02,2026-02-23,2026-03-18,fulfilled
2078,TIR-300,Supplier D,FL,204,3443.75,2026-01-31,2026-02-17,2026-02-21,fulfilled
2079,PTO-300,Supplier C,TX,206,2871,2026-02-02,2026-02-23,2026-03-07,fulfilled
2080,FUE-300,Supplier E,NY,196,1687.8,2026-01-31,2026-02-16,2026-02-20,fulfilled
2081,ENG-400,Supplier A,FL,182,42400,2026-01-12,2026-02-16,2026-02-18,fulfilled
2082,TRN-400,Supplier B,IL,153,28355,2026-01-17,2026-02-16,2026-02-24,fulfilled
2083,HYD-400,Supplier A,IL,166,9275,2026-01-23,2026-02-19,2026-02-27,fulfilled
2084,FAX-400,Supplier D,TX,171,10070,2026-01-26,2026-02-20,2026-03-04,fulfilled
2085,RAX-400,Supplier B,FL,161,14177.5,2026-01-27,2026-02-24,2026-03-11,fulfilled
2086,CAB-400,Supplier C,FL,172,18364.5,2026-01-24,2026-02-24,2026-03-04,fulfilled
2087,ECU-400,Supplier A,TX,167,3975,2026-02-06,2026-02-24,2026-03-16,fulfilled
2088,TIR-400,Supplier B,CA,172,7088.75,2026-02-06,2026-02-20,2026-03-05,fulfilled
2089,PTO-400,Supplier C,NY,160,5247,2026-01-27,2026-02-17,2026-03-05,fulfilled
2090,FUE-400,Supplier E,FL,162,3084.6,2026-01-30,2026-02-15,2026-02-20,fulfilled
2091,ENG-500,Supplier A,TX,134,76800,2026-01-14,2026-02-18,2026-03-17,fulfilled
2092,TRN-500,Supplier C,TX,154,47520,2026-01-13,2026-02-15,2026-03-06,fulfilled
2093,HYD-500,Supplier E,NY,153,16296,2026-01-29,2026-02-22,2026-03-08,fulfilled
2094,FAX-500,Supplier D,CA,146,18240,2026-01-20,2026-02-14,2026-03-04,fulfilled
2095,RAX-500,Supplier B,NY,143,25680,2026-01-27,2026-02-24,2026-03-06,fulfilled
2096,CAB-500,Supplier E,IL,151,32592,2026-01-20,2026-02-17,2026-02-22,fulfilled
2097,ECU-500,Supplier A,IL,169,7200,2026-02-03,2026-02-21,2026-03-14,fulfilled
2098,TIR-500,Supplier D,CA,155,11400,2026-02-04,2026-02-21,2026-02-22,fulfilled
2099,PTO-500,Supplier D,NY,168,9120,2026-01-30,2026-02-23,2026-02-24,fulfilled
2100,FUE-500,Supplier B,TX,148,6163.2,2026-01-23,2026-02-14,2026-02-19,fulfilled
2101,ENG-100,Supplier A,FL,172,4480,2026-02-12,2026-03-19,2026-04-14,fulfilled
2102,TRN-100,Supplier C,NY,170,2772,2026-02-19,2026-03-24,2026-04-21,fulfilled
2103,HYD-100,Supplier C,CA,184,970.2,2026-02-26,2026-03-19,2026-04-06,fulfilled
2104,FAX-100,Supplier D,TX,169,1064,2026-02-28,2026-03-25,2026-04-21,fulfilled
2105,RAX-100,Supplier D,NY,175,1330,2026-02-20,2026-03-17,2026-03-25,fulfilled
2106,CAB-100,Supplier E,FL,177,1901.2,2026-02-25,2026-03-25,2026-04-14,fulfilled
2107,ECU-100,Supplier A,TX,174,420,2026-03-07,2026-03-25,2026-04-15,fulfilled
2108,TIR-100,Supplier B,TX,172,749,2026-03-09,2026-03-23,2026-04-03,fulfilled
2109,PTO-100,Supplier C,FL,202,554.4,2026-03-01,2026-03-22,2026-04-15,fulfilled
2110,FUE-100,Supplier E,FL,190,325.92,2026-03-01,2026-03-17,2026-04-04,fulfilled
2111,ENG-200,Supplier A,FL,251,9280,2026-02-11,2026-03-18,2026-03-25,fulfilled
2112,TRN-200,Supplier C,CA,259,5742,2026-02-20,2026-03-25,2026-03-30,fulfilled
2113,HYD-200,Supplier A,TX,259,2030,2026-02-18,2026-03-17,2026-03-24,fulfilled
2114,FAX-200,Supplier D,FL,228,2204,2026-02-28,2026-03-25,2026-04-20,fulfilled
2115,RAX-200,Supplier D,CA,223,2755,2026-02-20,2026-03-17,2026-04-05,fulfilled
2116,CAB-200,Supplier E,CA,243,3938.2,2026-02-24,2026-03-24,2026-03-27,fulfilled
2117,ECU-200,Supplier A,TX,234,870,2026-03-04,2026-03-22,2026-04-20,fulfilled
2118,TIR-200,Supplier B,CA,236,1551.5,2026-03-05,2026-03-19,2026-03-30,fulfilled
2119,PTO-200,Supplier C,FL,241,1148.4,2026-02-28,2026-03-21,2026-04-08,fulfilled
2120,FUE-200,Supplier E,IL,244,675.12,2026-03-04,2026-03-20,2026-04-09,fulfilled
2121,ENG-300,Supplier B,TX,169,24824,2026-02-09,2026-03-19,2026-03-24,fulfilled
2122,TRN-300,Supplier C,TX,172,14355,2026-02-20,2026-03-25,2026-03-25,fulfilled
2123,HYD-300,Supplier C,CA,183,5024.25,2026-03-03,2026-03-24,2026-03-24,fulfilled
2124,FAX-300,Supplier D,TX,178,5510,2026-02-27,2026-03-24,2026-03-31,fulfilled
2125,RAX-300,Supplier B,FL,185,7757.5,2026-02-22,2026-03-22,2026-04-04,fulfilled
2126,CAB-300,Supplier C,IL,178,10048.5,2026-02-22,2026-03-25,2026-03-27,fulfilled
2127,ECU-300,Supplier C,NY,157,2153.25,2026-02-24,2026-03-17,2026-04-14,fulfilled
2128,TIR-300,Supplier B,FL,179,3878.75,2026-03-08,2026-03-22,2026-03-27,fulfilled
2129,PTO-300,Supplier D,NY,177,2755,2026-02-24,2026-03-20,2026-04-11,fulfilled
2130,FUE-300,Supplier A,FL,174,1740,2026-03-08,2026-03-27,2026-04-13,fulfilled
2131,ENG-400,Supplier A,FL,181,42400,2026-02-16,2026-03-23,2026-04-05,fulfilled
2132,TRN-400,Supplier C,TX,169,26235,2026-02-12,2026-03-17,2026-04-10,fulfilled
2133,HYD-400,Supplier C,TX,168,9182.25,2026-02-27,2026-03-20,2026-04-13,fulfilled
2134,FAX-400,Supplier A,NY,152,10600,2026-02-19,2026-03-19,2026-03-31,fulfilled
2135,RAX-400,Supplier D,IL,168,12587.5,2026-02-28,2026-03-25,2026-04-14,fulfilled
2136,CAB-400,Supplier E,FL,175,17993.5,2026-02-23,2026-03-23,2026-04-21,fulfilled
2137,ECU-400,Supplier C,NY,166,3935.25,2026-03-02,2026-03-23,2026-04-02,fulfilled
2138,TIR-400,Supplier B,CA,167,7088.75,2026-03-12,2026-03-26,2026-04-11,fulfilled
2139,PTO-400,Supplier C,FL,185,5247,2026-02-27,2026-03-20,2026-03-26,fulfilled
2140,FUE-400,Supplier E,NY,177,3084.6,2026-03-07,2026-03-23,2026-04-18,fulfilled
2141,ENG-500,Supplier A,NY,267,76800,2026-02-20,2026-03-27,2026-04-09,fulfilled
2142,TRN-500,Supplier B,NY,257,51360,2026-02-21,2026-03-23,2026-04-03,fulfilled
2143,HYD-500,Supplier A,IL,271,16800,2026-02-19,2026-03-18,2026-04-05,fulfilled
2144,FAX-500,Supplier D,IL,262,18240,2026-02-23,2026-03-20,2026-04-08,fulfilled
2145,RAX-500,Supplier D,CA,281,22800,2026-03-02,2026-03-27,2026-04-04,fulfilled
2146,CAB-500,Supplier C,TX,214,33264,2026-02-16,2026-03-19,2026-04-17,fulfilled
